drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
brain injury <> epon,1,2,4,4,2,3,1,2,2,0
brain injury <> epoxy resins,1,2,4,4,2,3,1,2,2,0
brain injury <> erythropoietin,1,2,5,4,6,10,6,7,9,0
"brain injury <> erythropoietin (human, recombinant)",1,1,1,1,1,1,0,0,1,0
brain injury <> glyburide,0,2,1,4,1,1,0,0,1,0
brain injury <> indomethacin,1,2,1,2,2,3,0,1,2,0
brain injury <> melatonin,1,2,4,3,3,6,2,3,4,0
brain injury <> phenylephrine,0,2,0,3,1,2,0,1,0,0
brain injury <> resveratrol,0,1,1,2,1,1,1,1,1,0
brain injury <> sevoflurane,1,1,2,2,2,2,1,2,2,0
brain injury <> vasopressin (usp),1,1,0,0,1,2,0,0,2,0
brain injury <> xenon,0,2,2,4,1,2,2,2,2,0
"brain ischemia <> acid, egtazic",0,2,2,4,2,3,0,0,1,0
"brain ischemia <> angiogenin, ribonuclease, rnase a family, 5, human",0,1,0,3,1,1,0,0,1,0
brain ischemia <> antiplatelet,0,1,1,3,1,1,1,0,1,0
brain ischemia <> dexmedetomidine,1,3,7,5,6,29,12,21,25,0
"brain ischemia <> fatty acids, omega-3",1,1,1,2,1,1,0,0,1,0
brain ischemia <> folic acid,0,0,1,3,1,1,1,1,0,0
brain ischemia <> glucagon-like peptide 1 receptor agonist,0,2,4,4,3,4,2,1,4,0
brain ischemia <> minocycline,1,2,11,5,8,28,11,13,24,0
brain ischemia <> resveratrol,1,2,6,4,12,17,5,7,13,0
brain ischemia <> tocotrienols,0,0,0,0,1,1,0,0,0,0
brain ischemia <> trans-resveratrol,0,0,0,0,1,1,0,0,0,0
brain ischemia <> vitamin e,0,3,6,5,6,9,3,1,5,0
brain ischemia <> xenon,1,3,5,5,5,17,12,10,14,0
brain neoplasm <> 11-(2-fluoroethyl)estradiol,1,2,3,5,2,3,1,0,3,0
"brain neoplasm <> 3 inhibitor, phosphodiesterase",1,2,1,5,1,2,0,2,2,0
"brain neoplasm <> 3,4-dihydroxyphenylalanine",0,2,1,3,2,2,0,0,1,0
brain neoplasm <> adriamycin,0,1,2,2,1,2,0,1,1,0
brain neoplasm <> aldesleukin,0,1,1,1,1,1,0,1,0,0
brain neoplasm <> alpha-linolenic acid,0,1,1,2,1,1,0,0,0,0
brain neoplasm <> anti-vegf humanized monoclonal antibody,0,1,0,1,1,1,0,1,1,0
brain neoplasm <> anticonvulsant,1,1,2,2,1,1,0,0,1,0
brain neoplasm <> arginine,1,1,1,4,1,1,0,1,1,0
brain neoplasm <> bevacizumab,1,2,2,5,5,7,0,3,5,0
brain neoplasm <> cetuximab,1,2,1,2,3,3,0,1,3,0
brain neoplasm <> cilengitide,0,2,1,3,1,2,0,0,1,0
"brain neoplasm <> citrate, sildenafil",1,1,1,5,1,1,0,1,1,0
"brain neoplasm <> compounds, inorganic platinum",0,2,2,2,2,2,0,1,1,0
brain neoplasm <> cyclosporine,0,2,2,1,1,1,0,0,0,0
brain neoplasm <> doxorubicin,1,4,20,5,17,56,6,29,48,0
brain neoplasm <> emd 121974,0,2,1,3,1,2,0,0,1,0
brain neoplasm <> erlotinib,1,2,1,3,2,2,0,0,1,0
"brain neoplasm <> ether, dihematoporphyrin",0,2,1,2,1,2,0,1,1,0
brain neoplasm <> everolimus,0,1,0,0,1,1,0,0,0,0
brain neoplasm <> ferumoxytol,1,2,3,4,2,2,0,0,2,0
brain neoplasm <> fluorodopa,0,1,1,3,1,1,0,0,0,0
brain neoplasm <> fluorodopa f-18,0,1,1,3,1,1,0,0,0,0
brain neoplasm <> furosemide,1,1,1,3,1,2,1,1,1,0
brain neoplasm <> gadolinium,1,2,3,4,2,3,0,0,3,0
brain neoplasm <> glucocorticoids,1,1,1,2,2,2,0,0,0,0
brain neoplasm <> glycine,0,0,0,1,1,1,0,0,0,0
brain neoplasm <> granulocyte colony stimulating factor,1,1,1,2,1,1,0,0,0,0
brain neoplasm <> grn1005,1,2,5,3,2,2,0,0,2,0
brain neoplasm <> herceptin,0,2,1,5,1,2,1,1,2,0
"brain neoplasm <> hydrochloride, doxorubicin",0,1,2,2,1,2,0,1,1,0
brain neoplasm <> hypertonic saline solutions,1,1,1,2,1,1,1,1,1,0
brain neoplasm <> imiquimod,1,1,2,2,1,1,0,1,1,0
"brain neoplasm <> inhibitor, angiogenesis",0,1,1,2,1,1,0,0,1,0
brain neoplasm <> interleukin-2,1,2,4,2,1,7,0,1,3,0
brain neoplasm <> irinotecan,1,2,5,5,5,6,1,4,5,0
brain neoplasm <> irinotecan hydrochloride,1,2,2,5,2,2,0,2,1,0
brain neoplasm <> lapatinib,0,1,1,2,1,1,0,0,1,0
brain neoplasm <> mannitol,1,2,3,4,2,5,1,2,3,0
brain neoplasm <> metformin,1,1,2,2,5,5,1,2,4,0
brain neoplasm <> methotrexate,1,2,6,4,6,9,0,3,6,0
brain neoplasm <> monoclonal antibody,1,1,1,4,2,2,1,0,2,0
brain neoplasm <> paclitaxel,1,2,18,5,12,36,0,14,25,0
brain neoplasm <> panobinostat,1,3,1,1,1,1,0,0,1,0
brain neoplasm <> peg-ifn-sa,0,1,1,1,1,1,0,1,1,0
brain neoplasm <> penicillamine,0,1,1,0,1,1,1,0,0,0
brain neoplasm <> photofrin,0,2,1,2,1,2,0,1,1,0
brain neoplasm <> plicamycin,0,1,0,1,1,1,0,0,0,0
brain neoplasm <> porfimer sodium,0,2,1,2,1,2,0,1,1,0
brain neoplasm <> rmp 7,1,2,2,3,1,3,1,0,0,0
brain neoplasm <> sildenafil,1,1,1,5,1,1,0,1,1,0
brain neoplasm <> sirolimus,0,2,3,3,3,4,0,0,3,0
brain neoplasm <> snake venom,0,2,2,4,2,3,0,0,2,0
brain neoplasm <> steroid,1,1,2,5,3,6,0,0,2,0
brain neoplasm <> sulfasalazine,1,1,0,2,1,1,0,1,0,0
brain neoplasm <> sunitinib,0,1,1,1,1,1,0,0,1,0
brain neoplasm <> tamoxifen,0,1,0,2,1,1,0,0,1,0
brain neoplasm <> taxane,1,2,2,3,3,3,0,1,2,0
brain neoplasm <> taxol a,0,1,0,1,1,1,0,0,0,0
brain neoplasm <> tem,0,2,1,2,2,2,0,0,0,0
brain neoplasm <> topotecan,1,2,3,3,2,3,0,0,3,0
brain neoplasm <> trastuzumab,0,2,1,5,1,2,1,1,2,0
brain neoplasm <> valproate,1,1,3,2,2,2,0,0,1,0
brain neoplasm <> valproic acid,0,1,1,2,1,1,0,0,0,0
brain neoplasm <> vandetanib,1,1,1,2,1,1,0,0,1,0
brain neoplasm <> vardenafil,1,2,1,5,1,2,0,2,2,0
brain neoplasm <> viagra,1,1,1,5,1,1,0,1,1,0
brain neoplasm <> vorinostat,0,1,1,4,2,2,0,0,2,0
brain neoplasm <> zd 6474,1,1,1,2,1,1,0,0,1,0
brain stem glioma <> carboplatin,0,1,2,2,2,2,0,2,2,0
brain stem glioma <> irinotecan,1,1,1,3,1,1,0,0,1,0
brain stem glioma <> vincristine,0,1,1,4,1,1,0,0,1,0
brainstem cancer <> carboplatin,0,1,2,2,2,2,0,2,2,0
brainstem cancer <> irinotecan,1,1,1,3,1,1,0,0,1,0
brainstem cancer <> vincristine,0,1,1,4,1,1,0,0,1,0
brugada syndrome <> quinidine,0,1,1,1,1,1,0,0,1,0
bulimia nervosa <> topiramate,0,0,0,1,1,1,0,0,0,0
canavan disease <> acetate,0,1,1,2,1,3,0,0,0,0
canavan disease <> triacetin,0,1,1,1,1,1,0,0,1,0
cannabis dependence <> cannabidiol,0,1,1,3,1,1,1,1,1,0
cannabis dependence <> cannabinoid,0,3,2,4,1,4,2,1,4,0
cannabis dependence <> rimonabant,0,2,1,3,2,2,1,1,2,0
cardiomyopathy <> aceh,0,1,1,3,2,2,0,1,2,0
cardiomyopathy <> adr,0,1,1,1,1,1,0,0,0,0
cardiomyopathy <> atenolol,0,2,0,2,1,1,1,0,1,0
cardiomyopathy <> beta,1,2,0,1,1,2,0,1,1,0
cardiomyopathy <> beta-blockade,1,0,1,2,1,1,1,0,1,0
cardiomyopathy <> digoxin,0,1,2,2,2,3,0,2,1,0
cardiomyopathy <> doxycycline,1,3,2,3,3,3,1,2,3,0
cardiomyopathy <> levocarnitine,0,1,1,2,1,2,0,0,2,0
cardiomyopathy <> lisinopril,0,1,1,2,2,3,1,2,1,0
cardiomyopathy <> losartan,0,1,2,3,5,6,3,3,5,0
cardiomyopathy <> tadalafil,0,2,3,3,3,4,1,3,3,0
cardiomyopathy <> trastuzumab,0,1,1,3,1,1,0,1,1,0
cardiomyopathy due to anthracyclines <> aceh,0,1,1,2,1,1,0,1,1,0
cardiomyopathy due to anthracyclines <> atorvastatin,0,1,1,2,1,1,0,1,1,0
cardiomyopathy due to anthracyclines <> hydroxymethylglutaryl coa reductase inhibitors,1,1,2,4,2,3,0,3,2,0
catatonia <> lorazepam,0,0,0,0,1,1,0,0,0,0
central nervous system cancer <> cloretazine,1,1,2,0,1,1,0,1,1,0
central nervous system cancer <> cpt 11,1,1,1,0,1,2,0,1,0,0
central nervous system cancer <> gadobenate,0,1,0,0,1,1,0,0,1,0
central nervous system cancer <> gadobenate dimeglumine,0,1,0,0,1,1,0,0,1,0
central nervous system cancer <> irinotecan,1,1,1,0,1,2,0,1,0,0
central nervous system cancer <> irinotecan hydrochloride,1,1,1,0,1,2,0,1,0,0
central nervous system cancer <> laromustine,1,1,2,0,1,1,0,1,1,0
central nervous system cancer <> lenalidomide,0,1,0,0,1,1,0,0,1,0
central nervous system cancer <> methotrexate,0,1,1,2,2,2,0,1,2,0
central nervous system cancer <> o(6)-benzylguanine,0,1,0,0,1,1,0,1,0,0
central nervous system cancer <> paclitaxel,1,1,1,3,1,1,0,0,1,0
central nervous system cancer <> taxol a,0,1,0,0,1,1,0,0,0,0
central nervous system cancer <> topotecan,1,1,1,2,1,2,0,1,0,0
central nervous system cancer <> vinorelbine,0,1,0,0,1,1,0,0,0,0
central nervous system cancer <> vnp 40101m,1,1,2,0,1,1,0,1,1,0
central nervous system infectious disorder <> antibiotic,0,1,1,2,1,1,0,0,0,0
central nervous system neoplasm <> cabazitaxel,1,3,6,0,1,1,0,0,1,0
central nervous system neoplasm <> cisplatin,1,3,6,0,1,1,0,0,1,0
central nervous system neoplasm <> etoposide,1,1,2,0,1,1,0,0,0,0
central nervous system neoplasm <> irinotecan,0,0,0,0,1,1,0,0,0,0
central nervous system neoplasm <> irinotecan hydrochloride,0,0,0,0,1,1,0,0,0,0
central nervous system neoplasm <> temozolomide,1,1,0,2,1,1,0,1,1,0
central nervous system neoplasm <> vorinostat,0,0,0,3,1,1,0,0,1,0
cerebellar ataxia <> baclofen,0,2,3,4,2,6,2,2,5,0
cerebellar ataxia <> resveratrol,0,1,0,3,1,1,0,0,1,0
cerebral cavernous malformation <> simvastatin,1,1,0,4,1,3,2,2,3,0
cerebral infarction <> albumin,0,2,4,5,1,4,0,2,4,0
cerebral infarction <> argipressin,0,1,0,2,1,1,0,0,1,0
cerebral infarction <> arundic acid,0,1,1,2,1,1,0,1,0,0
cerebral infarction <> citicoline,1,2,4,4,8,20,4,7,14,0
cerebral infarction <> cyclosporine,0,2,7,3,3,11,5,1,6,0
cerebral infarction <> desflurane,0,1,2,4,4,4,2,1,3,0
cerebral infarction <> dexmedetomidine,1,1,2,4,3,7,2,5,5,0
cerebral infarction <> epoprostenol,0,2,1,4,3,3,0,0,0,0
cerebral infarction <> fluoxetine,0,2,3,4,5,8,4,4,8,0
cerebral infarction <> ginaton,0,1,1,1,1,1,0,1,1,0
"cerebral infarction <> oxide, nitric",1,4,4,4,6,7,3,2,5,0
cerebral infarction <> phenylephrine,0,0,0,3,1,1,0,1,1,0
cerebral infarction <> plasmin,0,0,0,2,1,1,0,0,0,0
cerebral infarction <> propofol,1,3,7,5,9,36,14,19,31,0
cerebral infarction <> sevoflurane,0,2,2,5,7,20,10,14,18,0
cerebral infarction <> thrombolytic,1,4,3,4,3,5,1,1,3,0
cerebral infarction <> valproate,0,1,2,4,2,4,3,1,4,0
cerebral infarction <> valproic acid,0,1,2,4,2,3,3,1,3,0
cerebral infarction <> vasopressin (usp),0,1,0,2,1,1,0,0,1,0
cerebral malaria <> inosine,0,1,1,3,1,1,1,0,1,0
"cerebral malaria <> oxide, nitric",0,1,1,4,1,2,0,1,2,0
cerebral malaria <> pentoxifylline,1,2,3,3,2,2,0,0,0,0
cerebral malaria <> quinine,0,1,1,3,1,1,0,0,0,0
cerebral palsy <> erythropoietin,1,2,2,4,2,4,4,1,4,0
cerebrotendinous xanthomatosis <> cholesterol,0,1,1,1,1,1,0,0,0,0
chagas cardiomyopathy <> filgrastim,1,1,1,2,1,1,1,1,1,0
chagas disease <> fexinidazole,1,2,7,3,3,5,0,1,3,0
chagas disease <> melarsoprol,1,1,3,1,1,2,0,0,0,0
chagas disease <> posaconazole,1,1,1,2,1,1,0,0,0,0
chagas disease <> ravuconazole,1,1,2,1,1,1,0,0,0,0
childhood absence epilepsy <> levetiracetam,1,1,2,3,2,3,0,2,1,0
childhood brain stem glioma <> adavosertib,1,1,0,3,1,1,0,0,1,0
childhood brain stem glioma <> dasatinib,0,1,1,2,1,1,0,0,1,0
childhood brain stem glioma <> everolimus,0,1,1,2,1,1,0,0,1,0
childhood brain stem glioma <> irinotecan,1,2,2,3,2,2,0,0,2,0
childhood brain stem glioma <> temozolomide,1,1,0,2,1,1,0,1,1,0
childhood brain stem glioma <> valproate,0,1,0,2,1,1,0,0,0,0
childhood malignant schwannoma <> mtor inhibitor,1,1,0,2,1,2,0,1,1,0
childhood malignant schwannoma <> sirolimus,1,1,1,2,2,3,1,2,2,0
childhood-onset idiopathic generalized epilepsy syndrome <> levetiracetam,1,1,2,3,2,3,0,2,1,0
chronic arsenic poisoning <> vitamin e,0,1,1,1,1,1,0,0,1,0
chronic polyneuropathy <> oxaliplatin,0,1,2,3,2,2,1,1,2,0
chronic progressive multiple sclerosis <> mis416,1,1,2,4,1,1,0,1,1,0
chronic subdural hematoma <> atorvastatin,0,1,1,4,1,2,1,2,2,0
"circadian rhythm sleep disorder <> b12, vitamin",0,1,3,1,1,1,1,0,0,0
"circadian rhythm sleep disorder, jet lag type <> melatonin",1,2,8,4,4,5,0,2,2,0
cirrhotic cardiomyopathy <> carvedilol,0,1,1,0,1,1,0,0,0,0
cluster headache syndrome <> somatostatin,0,1,1,2,1,1,0,0,0,0
cluster headache syndrome <> valproate,1,1,1,2,1,2,0,1,0,0
cluster headache syndrome <> valproic acid,1,1,1,2,1,2,0,1,0,0
cocaine abuse <> (-)-pramipexole,0,1,1,1,1,2,1,0,1,0
cocaine abuse <> acetylcysteine,0,3,2,3,1,4,1,2,4,0
cocaine abuse <> cocaine,1,3,6,3,2,10,2,2,4,0
cocaine abuse <> dextroamphetamine,0,3,5,2,1,6,0,3,5,0
cocaine abuse <> gbr 12909,1,2,1,2,1,7,2,0,5,0
cocaine abuse <> ondansetron,0,1,3,2,1,4,0,2,3,0
cocaine abuse <> progesterone,1,1,0,1,1,1,0,0,1,0
"cocaine dependence <> 1-methyl-4-(4-dimethylaminophenylethenyl)-1,2,3,6-tetrahydropyridine",0,2,2,2,1,5,0,4,5,0
"cocaine dependence <> 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",0,2,2,2,1,5,0,4,5,0
cocaine dependence <> acamprosate,0,1,1,0,1,1,0,1,1,0
cocaine dependence <> adenosine a2a receptor antagonists,0,1,1,1,1,1,0,0,1,0
cocaine dependence <> aripiprazole,0,1,1,1,1,2,1,0,2,0
cocaine dependence <> atomoxetine,0,1,1,2,1,1,0,0,1,0
cocaine dependence <> baclofen,0,2,2,2,4,7,0,1,3,0
cocaine dependence <> buspirone,0,1,1,0,1,1,0,0,0,0
cocaine dependence <> clonidine,0,3,1,2,1,2,0,0,2,0
cocaine dependence <> cocaethylene,0,1,0,1,1,1,0,0,0,0
cocaine dependence <> cycloserine,0,1,1,0,1,1,0,1,1,0
cocaine dependence <> donepezil,0,1,1,1,1,1,0,0,1,0
cocaine dependence <> doxazosin,0,1,1,0,1,1,0,1,1,0
cocaine dependence <> exenatide,0,2,2,3,2,6,1,3,6,0
cocaine dependence <> gabapentin,0,1,1,1,1,1,0,0,1,0
cocaine dependence <> gbr 12909,0,1,1,1,1,2,1,0,1,0
cocaine dependence <> glucagon-like peptide 1 receptor agonist,0,2,2,3,2,4,1,1,4,0
cocaine dependence <> lidocaine,1,1,1,3,1,2,0,0,2,0
cocaine dependence <> metyrapone,0,1,1,2,1,3,0,1,3,0
cocaine dependence <> minocycline,0,1,1,2,1,1,0,1,1,0
cocaine dependence <> naloxone,0,2,2,2,1,2,0,0,2,0
cocaine dependence <> nepicastat,1,2,6,2,1,3,0,2,3,0
cocaine dependence <> nicotine,0,1,0,1,1,1,0,0,1,0
cocaine dependence <> nmda receptor antagonist,0,1,1,2,1,1,0,1,0,0
cocaine dependence <> ondansetron,0,1,1,1,1,4,0,2,3,0
cocaine dependence <> oxazepam,0,1,1,2,1,2,0,0,2,0
cocaine dependence <> phendimetrazine,0,1,0,1,1,3,0,0,3,0
cocaine dependence <> phentermine,0,1,1,1,1,1,0,0,1,0
cocaine dependence <> rti 336,0,0,0,0,1,1,0,0,0,0
"cocaine dependence <> serine, d-",0,1,1,2,1,2,0,0,2,0
cocaine dependence <> yohimbine,0,1,1,0,1,1,0,0,1,0
cognitive disorder <> 2-(n-cyclohexylamino)ethanesulfonic acid,0,1,3,2,1,1,0,0,0,0
"cognitive disorder <> 3 inhibitor, phosphodiesterase",1,3,8,5,7,16,6,9,14,0
"cognitive disorder <> acid, docosahexaenoic",0,1,1,2,3,3,0,1,2,0
cognitive disorder <> ampakine,0,0,0,1,1,1,0,0,0,0
cognitive disorder <> ampakines,0,1,2,1,1,2,0,0,0,0
cognitive disorder <> berberine,0,1,1,3,2,2,0,1,1,0
cognitive disorder <> cannabidiol,0,2,4,3,4,7,6,6,5,0
cognitive disorder <> citicoline,0,2,2,4,3,3,0,1,2,0
cognitive disorder <> docosahexaenoate,0,1,1,2,3,3,0,1,2,0
cognitive disorder <> e 2020,0,1,1,0,1,1,0,1,0,0
cognitive disorder <> endogenous antioxidants,0,1,1,3,2,2,0,1,2,0
cognitive disorder <> epigallocatechin gallate,0,2,1,4,2,2,0,1,2,0
cognitive disorder <> hydroxymethylglutaryl coa reductase inhibitors,0,2,3,3,5,7,2,4,5,0
cognitive disorder <> ibuprofen,1,2,2,4,3,3,1,1,3,0
cognitive disorder <> insulin,1,2,7,5,6,12,1,6,7,0
cognitive disorder <> lovastatin,0,1,1,3,1,1,0,1,1,0
cognitive disorder <> n methylaspartate,1,2,3,3,2,2,0,1,1,0
cognitive disorder <> n(g)-nitroarginine-4-nitroanilide,1,1,1,4,1,1,0,1,1,0
cognitive disorder <> ondansetron,0,1,2,2,1,1,0,0,1,0
cognitive disorder <> physostigmine,1,3,3,3,4,4,0,1,3,0
cognitive disorder <> roflumilast,1,2,2,3,3,3,1,2,3,0
cognitive disorder <> rosuvastatin,1,1,1,4,2,3,1,3,3,0
cognitive disorder <> scopolamine,1,4,3,3,3,6,2,1,5,0
cognitive disorder <> sildenafil,1,1,0,3,2,2,0,0,2,0
cognitive disorder <> valproate,1,2,2,3,2,5,2,3,5,0
cognitive disorder <> vitamin d,0,2,6,5,4,6,3,5,6,0
collagen 6-related myopathy <> cyclosporine,0,1,1,1,2,2,0,1,1,0
color vision disorder <> trastuzumab,1,1,4,4,3,6,0,3,5,0
complex regional pain syndrome <> clonidine,1,2,2,1,2,2,1,1,1,0
complex regional pain syndrome <> ethosuximide,0,1,1,1,1,1,0,0,1,0
complex regional pain syndrome <> neurotropin,0,1,1,1,1,1,0,0,1,0
congenital muscular dystrophy <> omigapil,0,1,3,4,2,2,0,0,2,0
congenital myasthenic syndrome <> albuterol,0,1,0,2,1,1,0,0,1,0
congenital myasthenic syndrome <> ephedrine,0,1,0,2,1,1,0,0,1,0
coronary vasospasm <> amlodipine besylate,0,1,1,1,1,1,0,0,0,0
coronary vasospasm <> calcium channel blockers,0,1,1,2,1,1,0,0,1,0
"coronary vasospasm <> dinitrate, isosorbide",0,1,1,2,1,1,0,0,1,0
coronary vasospasm <> heparin,1,1,0,1,1,1,0,0,1,0
coronary vasospasm <> lercanidipine,0,1,2,2,1,1,0,0,0,0
coronary vasospasm <> pravastatin,0,0,0,1,1,1,0,0,0,0
coronary vasospasm <> simvastatin,0,0,0,1,1,1,0,0,0,0
creutzfeldt jacob disease <> quinacrine,1,1,1,4,3,3,0,0,1,0
crimean-congo hemorrhagic fever <> ribavirin,1,2,2,4,5,6,0,1,4,0
cushing disease due to pituitary adenoma <> rosiglitazone,0,2,0,2,2,2,0,1,2,0
cysticercosis <> niclosamide,1,1,0,3,1,1,0,0,1,0
cysticercosis <> oxfendazole,1,1,1,2,6,8,1,6,7,0
delirium <> physostigmine,0,1,1,1,1,1,0,0,1,0
"dementia <> 3 inhibitor, phosphodiesterase",1,3,7,5,5,7,2,3,5,0
dementia <> acetylcholinesterase,0,1,1,1,1,1,0,1,1,0
"dementia <> acid, docosahexaenoic",0,2,2,3,2,3,1,1,2,0
dementia <> caffeine,0,2,2,5,4,4,1,1,3,0
dementia <> docosahexaenoate,0,2,2,3,2,3,1,1,2,0
dementia <> eicosapentaenoate,0,1,0,1,1,1,0,0,0,0
dementia <> eicosapentaenoic acid,0,1,0,1,1,1,0,0,0,0
dementia <> estrogens,1,2,7,5,3,9,1,2,7,0
"dementia <> fatty acids, omega-3",1,2,2,4,5,5,1,4,2,0
dementia <> folic acid,0,1,1,2,1,3,0,0,3,0
dementia <> lorazepam,0,1,0,0,1,1,0,1,0,0
dementia <> physostigmine,0,1,0,1,1,2,0,1,0,0
dementia <> pioglitazone,0,2,3,2,1,1,0,1,1,0
dementia <> resveratrol,1,2,2,2,2,2,0,2,2,0
dementia <> scopolamine,0,2,5,3,3,4,0,1,2,0
dementia <> selective serotonin reuptake inhibitor,0,1,1,2,1,1,0,0,0,0
dementia <> thioctic acid,0,1,1,2,1,1,0,0,1,0
dementia <> vitamin d,0,1,1,3,1,1,1,1,1,0
"depressive disorder <> 2 inhibitor, cyclooxygenase",1,2,6,4,9,12,5,5,12,0
"depressive disorder <> 3 inhibitor, phosphodiesterase",1,4,16,5,12,30,5,11,30,0
depressive disorder <> albuterol,0,1,1,1,1,1,0,1,1,0
depressive disorder <> alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,0,2,2,3,3,3,0,0,2,0
depressive disorder <> alprazolam,0,1,2,4,4,5,0,0,2,0
depressive disorder <> ampakine,0,1,1,2,1,1,1,1,1,0
depressive disorder <> anti-inflammatory,1,1,2,2,4,4,1,2,3,0
depressive disorder <> anticholinergic,0,1,1,1,1,1,0,1,1,0
depressive disorder <> antidepressant drugs,1,2,5,3,6,7,3,2,6,0
depressive disorder <> antiglucocorticoid,0,1,1,3,1,1,0,0,1,0
depressive disorder <> arginine,1,2,7,4,9,14,4,2,8,0
"depressive disorder <> b12, vitamin",1,3,4,3,3,3,2,2,3,0
depressive disorder <> benzalkonium,0,1,0,2,1,1,0,0,0,0
"depressive disorder <> blue, methylene",0,2,2,4,2,3,0,0,1,0
depressive disorder <> calcitriol,1,1,2,4,2,2,1,2,2,0
depressive disorder <> calcium channel blocker,0,2,1,1,1,2,0,1,0,0
depressive disorder <> ceftriaxone,1,2,2,4,2,3,3,1,3,0
depressive disorder <> cerc-301,0,2,3,3,1,1,0,0,0,0
depressive disorder <> chromium picolinate,1,1,1,2,1,2,0,1,2,0
depressive disorder <> cilostazol,1,2,2,4,2,2,0,1,2,0
"depressive disorder <> cp 101,606",0,1,2,2,1,1,0,0,0,0
depressive disorder <> despiramine,0,1,2,2,1,1,0,0,1,0
depressive disorder <> diclofenac,0,1,1,4,2,2,0,0,1,0
depressive disorder <> digoxin,0,1,1,1,1,1,0,0,0,0
depressive disorder <> dopamine agonist,1,2,3,2,2,3,0,0,1,0
depressive disorder <> dov 21947,0,2,2,2,1,1,0,0,1,0
depressive disorder <> droxidopa,1,1,4,1,1,1,0,0,1,0
depressive disorder <> endogenous antioxidants,1,2,3,4,4,5,4,3,4,0
depressive disorder <> endotoxin,0,2,3,3,1,1,0,1,1,0
depressive disorder <> erythropoietin,0,2,5,4,4,4,2,2,3,0
depressive disorder <> ethanol,1,3,7,4,8,17,6,6,14,0
depressive disorder <> ezogabine,0,2,3,2,2,2,0,0,0,0
depressive disorder <> fluoxentine,0,1,1,1,1,1,0,0,1,0
depressive disorder <> flx,0,2,3,3,3,3,1,0,3,0
depressive disorder <> gaboxadol,1,1,1,3,1,1,0,0,0,0
depressive disorder <> gamma-aminobutyrate,1,4,5,4,4,9,2,1,4,0
depressive disorder <> gamma-aminobutyric acid,1,4,5,4,4,8,1,1,4,0
depressive disorder <> ghrelin,1,2,9,5,6,18,5,6,17,0
depressive disorder <> glutamate,0,2,2,3,4,4,0,0,2,0
depressive disorder <> gonadorelin,1,2,1,2,2,2,1,2,1,0
depressive disorder <> inositol,1,2,6,2,2,8,6,1,6,0
depressive disorder <> lanicemine,1,2,5,4,3,3,1,1,2,0
depressive disorder <> levocarnitine,0,1,1,2,2,2,0,0,2,0
depressive disorder <> mdl 100907,0,2,2,2,3,3,0,1,2,0
depressive disorder <> mirtazepine,0,1,1,1,1,1,0,0,1,0
depressive disorder <> moclobemide,0,4,9,4,5,9,1,3,5,0
depressive disorder <> mood stabilizers,0,2,3,2,4,4,1,0,3,0
depressive disorder <> n methylaspartate,1,2,9,4,10,32,10,10,27,0
"depressive disorder <> n-methyl-3,4-methylenedioxyamphetamine",0,1,3,3,2,2,1,1,2,0
depressive disorder <> n-methyl-d-aspartate (nmda) receptor antagonist,1,2,9,2,5,7,3,3,7,0
depressive disorder <> neurosteroids,1,2,7,4,7,11,1,2,8,0
depressive disorder <> norepinephrine reuptake inhibitor,1,2,5,3,2,2,1,1,1,0
depressive disorder <> opioid mixed agonist-antagonists,0,1,2,3,1,1,0,0,1,0
depressive disorder <> org 24448,0,1,1,1,1,1,0,0,0,0
depressive disorder <> org 26576,0,1,1,1,1,1,0,0,0,0
depressive disorder <> oxytocin,1,2,12,5,10,17,11,10,16,0
depressive disorder <> pentoxifylline,1,2,6,5,3,6,4,1,6,0
depressive disorder <> pufas,0,1,1,2,1,1,0,1,1,0
depressive disorder <> rosuvastatin,0,1,1,1,1,1,0,0,1,0
depressive disorder <> sa 4503,0,1,1,1,1,1,0,0,1,0
depressive disorder <> selective,1,5,15,4,8,13,2,4,11,0
depressive disorder <> selective serotonin reuptake inhibitor (ssri,0,1,1,3,2,2,2,0,2,0
depressive disorder <> serotonin agents,1,3,8,5,6,10,2,6,6,0
depressive disorder <> serotonin reuptake inhibitor,1,1,4,3,4,4,0,1,4,0
depressive disorder <> ssr 149415,0,2,2,3,1,3,0,1,2,0
depressive disorder <> ssr125543,0,3,3,3,2,4,2,3,3,0
"depressive disorder <> sulfate, magnesium",0,2,2,2,2,3,0,1,3,0
depressive disorder <> temozolomide,0,1,2,4,4,6,0,2,6,0
depressive disorder <> thalidomide,0,1,2,2,1,2,0,0,2,0
depressive disorder <> theophylline,0,1,1,1,1,1,0,0,0,0
depressive disorder <> tryptophan,0,1,1,0,0,1,0,0,0,0
depressive disorder <> ubidecarenone,0,2,1,2,1,2,0,0,2,0
depressive disorder <> valine,0,1,1,2,1,1,0,1,1,0
depressive disorder <> yohimbine,1,4,12,4,17,42,7,10,36,0
depressive disorder <> zinc,1,3,7,5,11,32,7,11,27,0
developmental and epileptic encephalopathy <> corticotropin,1,2,2,4,3,4,0,1,4,0
