drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
epilepsy <> ketamine,1,5,18,5,18,46,6,7,19,1
epilepsy <> lacosamide,1,2,3,4,3,5,2,2,1,1
epilepsy <> lamotrigine,0,2,2,2,3,4,0,0,0,1
epilepsy <> levetiracetam,1,2,3,5,3,5,0,2,0,1
epilepsy <> lidocaine,1,6,18,5,9,24,4,4,18,1
epilepsy <> lincomycin,0,1,2,2,2,2,0,1,2,1
epilepsy <> lorazepam,0,3,5,4,1,4,1,0,0,1
epilepsy <> ltg,1,2,3,3,3,7,0,3,7,1
epilepsy <> melatonin,1,4,9,5,14,28,5,5,19,1
epilepsy <> metformin,1,2,5,5,8,15,2,8,13,1
epilepsy <> methylphenidate,0,1,1,0,0,1,0,0,0,1
epilepsy <> midazolam,1,5,17,5,11,34,4,9,17,1
epilepsy <> morphine,1,2,15,3,9,37,1,5,19,1
epilepsy <> naloxone,1,6,20,4,19,70,3,21,42,1
epilepsy <> naltrexone,1,2,4,2,3,9,0,1,7,1
epilepsy <> opioid antagonist,0,1,1,2,1,1,0,0,1,1
epilepsy <> oxcarbazepine,0,1,2,1,2,3,1,1,2,1
epilepsy <> perampanel,1,4,8,4,2,4,1,1,1,1
epilepsy <> phenobarbital,1,7,37,5,28,236,26,80,98,1
epilepsy <> phenytoin,1,6,30,5,17,103,6,27,13,1
epilepsy <> phenytoin sodium,1,2,0,2,0,1,0,0,0,1
epilepsy <> phosphatidylserine,0,1,2,4,3,5,0,2,1,1
epilepsy <> polyunsaturated fatty acids,0,2,1,4,1,1,1,1,1,1
epilepsy <> prednisolone,0,1,1,0,1,1,0,0,1,1
epilepsy <> pregabalin,1,1,2,3,2,2,0,0,1,1
epilepsy <> pregnanolone,1,4,10,4,8,18,1,4,6,1
epilepsy <> probenecid,1,2,3,4,5,8,0,0,3,1
epilepsy <> progesterone,1,4,15,4,7,25,3,6,13,1
epilepsy <> propofol,1,3,12,4,9,19,1,4,15,1
epilepsy <> pyridoxine,1,5,6,4,7,11,1,1,2,1
epilepsy <> rwj-333369,0,1,2,2,1,1,0,0,1,1
epilepsy <> sertraline,0,1,0,1,1,1,0,0,0,1
epilepsy <> soticlestat,1,3,5,3,2,3,1,1,3,1
epilepsy <> ssris,0,2,7,3,5,8,3,2,6,1
epilepsy <> steroid,1,2,6,4,4,6,1,0,2,1
epilepsy <> stiripentol,1,2,4,4,3,7,3,5,5,1
"epilepsy <> sulfate, magnesium",1,2,2,2,2,2,0,0,0,1
epilepsy <> topiramate,1,2,4,2,2,3,0,1,1,1
epilepsy <> tranexamic acid,1,2,3,4,4,5,3,1,4,1
epilepsy <> ucb l059,1,2,3,3,1,2,0,1,0,1
epilepsy <> valproate,1,5,11,4,6,20,2,2,0,1
epilepsy <> valproate sodium,1,3,12,4,13,26,3,3,7,1
epilepsy <> valproic acid,1,6,11,5,6,21,2,1,3,1
epilepsy <> vigabatrin,1,5,25,4,20,82,16,18,39,1
epilepsy <> vimpat,0,2,2,3,1,1,1,0,1,1
epilepsy <> vitamin d,0,3,4,3,3,3,1,2,3,1
epilepsy <> vitamin d3,0,1,1,2,1,1,0,1,1,1
epilepsy <> zonisamide,1,3,4,3,2,10,0,1,2,1
epilepsy with generalized tonic-clonic seizures <> aeds,1,2,5,4,6,13,1,5,8,1
epilepsy with generalized tonic-clonic seizures <> carbamazepine,1,6,16,5,9,29,2,7,9,1
epilepsy with generalized tonic-clonic seizures <> clonazepam,1,2,13,5,8,22,0,11,9,1
epilepsy with generalized tonic-clonic seizures <> fluoxetine,1,1,0,2,1,1,0,0,1,1
epilepsy with generalized tonic-clonic seizures <> lacosamide,0,1,0,0,1,1,0,0,0,1
epilepsy with generalized tonic-clonic seizures <> lamotrigine,1,2,7,4,5,8,0,0,1,1
epilepsy with generalized tonic-clonic seizures <> levetiracetam,1,2,3,3,2,2,0,1,0,1
epilepsy with generalized tonic-clonic seizures <> melatonin,0,2,6,3,4,7,2,0,3,1
epilepsy with generalized tonic-clonic seizures <> naloxone,1,5,10,4,7,18,0,1,12,1
epilepsy with generalized tonic-clonic seizures <> naltrexone,1,2,6,4,3,15,1,3,14,1
epilepsy with generalized tonic-clonic seizures <> phenytoin sodium,1,2,0,2,0,1,0,0,0,1
epilepsy with generalized tonic-clonic seizures <> pregabalin,0,1,2,2,1,4,1,3,4,1
epilepsy with generalized tonic-clonic seizures <> ssris,0,1,1,0,1,1,0,0,1,1
epilepsy with generalized tonic-clonic seizures <> topiramate,1,2,3,3,1,2,0,0,0,1
epilepsy with generalized tonic-clonic seizures <> valproate,1,4,28,5,16,69,5,23,45,1
epilepsy with generalized tonic-clonic seizures <> zonisamide,1,2,4,3,3,5,0,1,3,1
"familial amyloid neuropathy <> acid, taurochenodeoxycholic",0,1,0,2,1,3,0,0,2,1
familial amyloid neuropathy <> acoramidis,1,1,1,2,1,2,0,0,2,1
familial amyloid neuropathy <> diflunisal,0,0,0,2,2,2,0,0,0,1
familial amyloid neuropathy <> doxycycline,0,2,0,2,2,3,0,0,3,1
familial amyloid neuropathy <> taurursodiol,0,1,0,2,1,3,0,0,2,1
"febrile seizures, familial <> diazepam",1,2,3,4,3,4,3,0,4,1
"febrile seizures, familial <> melatonin",0,1,1,2,1,1,0,1,0,1
focal epilepsy <> aeds,0,2,4,4,3,4,2,2,2,1
focal epilepsy <> anti-epileptic,0,2,2,3,1,1,1,0,1,1
focal epilepsy <> anticonvulsant,1,0,1,1,1,1,0,0,0,1
focal epilepsy <> antiepileptic,1,1,2,3,2,3,0,1,1,1
focal epilepsy <> antiepileptic drug,1,1,1,2,1,1,0,1,0,1
focal epilepsy <> antiepileptic drugs,1,2,5,4,6,9,2,5,5,1
focal epilepsy <> bia 2-093,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> carbamazepine,1,5,6,4,9,17,2,5,8,1
focal epilepsy <> carisbamate,1,1,1,1,1,1,0,0,1,1
focal epilepsy <> cenobamate,1,1,2,2,2,3,0,0,2,1
focal epilepsy <> clobazam,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> diazepam,1,2,7,4,6,12,5,2,3,1
focal epilepsy <> eslicarbazepine,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> eslicarbazepine acetate,0,1,1,3,1,1,0,0,1,1
focal epilepsy <> ezogabine,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> felbamate,1,2,3,3,4,4,1,1,3,1
focal epilepsy <> lamotrigine,0,1,1,2,1,1,0,0,0,1
focal epilepsy <> levetiracetam,1,2,3,4,1,3,0,3,1,1
focal epilepsy <> naloxone,0,1,1,1,1,3,0,0,3,1
focal epilepsy <> perampanel,0,4,5,2,1,1,0,0,0,1
focal epilepsy <> phenobarbital,1,5,7,4,7,16,2,3,9,1
focal epilepsy <> phenytoin,1,5,17,4,12,30,3,3,19,1
focal epilepsy <> steroid,0,1,1,1,1,1,0,0,1,1
focal epilepsy <> ucb l059,1,2,3,1,1,1,0,1,0,1
focal epilepsy <> valproate,1,5,11,4,13,23,3,7,15,1
focal epilepsy <> valproic acid,1,2,9,4,7,12,2,4,8,1
focal epilepsy <> ykp3089,1,1,1,2,1,1,0,0,1,1
glioblastoma <> angiotensin-ii inhibitor,0,0,0,1,1,1,0,0,1,1
glioblastoma <> anti-vegf humanized monoclonal antibody,1,2,4,4,7,11,2,3,10,1
glioblastoma <> avastin,0,2,1,1,1,1,0,1,1,1
glioblastoma <> bevacizumab,1,2,9,4,8,16,1,2,14,1
glioblastoma <> chemotherapy,1,1,7,5,1,4,1,1,4,1
glioblastoma <> cilengitide,1,2,3,2,3,3,0,1,2,1
"glioblastoma <> colony-stimulating factor, granulocyte-macrophage",1,2,4,3,3,3,0,1,1,1
"glioblastoma <> compounds, nitrosourea",1,2,2,1,2,2,0,1,0,1
glioblastoma <> disulfiram,0,2,3,3,4,5,0,2,4,1
glioblastoma <> immunoconjugate,1,1,1,0,1,1,0,1,0,1
"glioblastoma <> inhibitor, angiogenesis",0,2,5,3,4,5,0,1,3,1
glioblastoma <> ipilimumab,1,1,3,4,2,3,0,1,3,1
glioblastoma <> marizomib,1,1,0,2,2,2,0,1,2,1
glioblastoma <> nimotuzumab,1,1,0,2,1,1,0,0,1,1
glioblastoma <> nivolumab,0,1,0,1,1,1,0,0,1,1
glioblastoma <> o(6)-benzylguanine,1,1,1,0,1,1,0,1,0,1
glioblastoma <> snake venom,1,2,4,3,4,4,0,1,3,1
glioblastoma <> steroid,0,0,0,2,1,1,0,0,0,1
glioblastoma <> trametinib,0,1,2,1,2,2,1,1,2,1
glioblastoma <> vb-111,0,2,0,3,1,1,0,1,0,1
"glioma <> acid, aminolevulinic",1,1,5,5,7,12,0,2,6,1
glioma <> bevacizumab,1,2,13,5,16,41,4,15,33,1
glioma <> carboplatin,1,3,5,3,5,12,1,5,6,1
glioma <> carmustine,1,3,10,5,8,24,2,10,8,1
glioma <> copper,1,2,2,3,2,2,0,1,1,1
glioma <> dexmedetomidine,0,1,1,2,1,1,1,1,1,1
glioma <> dextromethorphan,1,2,4,4,4,7,1,0,4,1
glioma <> disulfiram,0,2,2,3,1,2,0,1,1,1
glioma <> etoposide,1,2,1,3,3,3,0,0,0,1
glioma <> fluorescein,1,2,1,3,2,3,0,2,2,1
glioma <> monoclonal antibody,1,1,1,4,2,2,0,1,2,1
glioma <> temozolomide,1,2,31,5,21,105,9,37,64,1
glioma <> valproate,1,2,7,4,6,10,1,5,6,1
glioma <> valproic acid,1,1,6,4,5,8,1,5,5,1
glioma <> vorinostat,1,2,7,5,6,9,1,2,7,1
grade iii glioma <> carmustine,0,1,0,1,1,1,0,1,1,1
grade iii glioma <> temozolomide,0,1,0,1,1,1,0,1,1,1
heroin dependence <> naltrexone,1,1,1,1,1,1,1,0,1,1
heroin dependence <> opioid,0,1,0,1,1,1,0,0,1,1
heroin dependence <> opioid antagonist,0,1,0,1,1,1,0,0,1,1
huntington disease <> erythropoietin,1,1,3,2,1,1,1,1,1,1
huntington disease <> ethyl-epa,1,1,1,3,1,1,0,0,1,1
huntington disease <> iron,1,2,5,3,1,5,2,3,3,1
huntington disease <> metformin,0,2,1,5,4,7,3,2,5,1
huntington disease <> minocycline,1,2,8,3,5,7,2,3,7,1
huntington disease <> neuroleptics,0,1,1,1,1,1,0,0,1,1
huntington disease <> pridopidine,0,2,2,2,1,1,0,0,1,1
huntington disease <> riluzole,0,1,1,3,3,3,0,0,1,1
huntington disease <> tetrabenazine,1,1,1,2,1,1,0,0,0,1
idiopathic generalized epilepsy <> aeds,1,3,7,5,9,18,3,5,11,1
idiopathic generalized epilepsy <> anticonvulsant,0,1,4,1,1,1,1,0,0,1
idiopathic generalized epilepsy <> antiepileptic,1,3,9,5,9,19,2,6,11,1
idiopathic generalized epilepsy <> cannabidiol,1,3,6,4,6,9,1,4,8,1
idiopathic generalized epilepsy <> carbamazepine,1,6,17,5,11,38,3,10,13,1
idiopathic generalized epilepsy <> clobazam,0,2,4,4,4,6,1,2,1,1
idiopathic generalized epilepsy <> clonazepam,1,2,13,5,8,19,0,8,5,1
idiopathic generalized epilepsy <> diazepam,1,5,25,5,21,79,7,13,41,1
idiopathic generalized epilepsy <> felbamate,0,2,6,3,6,9,1,2,5,1
idiopathic generalized epilepsy <> fluoxetine,1,1,0,2,1,1,0,0,1,1
idiopathic generalized epilepsy <> lacosamide,0,2,1,1,2,2,0,1,1,1
idiopathic generalized epilepsy <> lamotrigine,1,2,7,4,6,9,0,1,2,1
idiopathic generalized epilepsy <> levetiracetam,1,2,5,4,5,7,1,3,2,1
idiopathic generalized epilepsy <> melatonin,0,2,6,3,4,7,2,0,3,1
idiopathic generalized epilepsy <> naloxone,1,6,11,4,7,23,0,1,14,1
idiopathic generalized epilepsy <> naltrexone,1,2,6,4,3,15,1,3,14,1
idiopathic generalized epilepsy <> perampanel,1,1,1,1,1,1,0,0,1,1
idiopathic generalized epilepsy <> phenytoin,1,6,22,5,15,64,7,15,22,1
idiopathic generalized epilepsy <> phenytoin sodium,1,2,0,2,0,1,0,0,0,1
idiopathic generalized epilepsy <> pregabalin,0,1,2,2,1,4,1,3,4,1
idiopathic generalized epilepsy <> ssris,0,1,1,0,1,1,0,0,1,1
idiopathic generalized epilepsy <> topiramate,1,2,3,3,1,2,0,0,0,1
idiopathic generalized epilepsy <> valproate,1,3,26,5,16,61,7,17,31,1
idiopathic generalized epilepsy <> zonisamide,1,2,4,3,4,7,0,2,5,1
low grade glioma <> temozolomide,1,2,3,4,2,2,0,1,0,1
low grade glioma <> vincristine,1,1,1,1,1,1,0,1,0,1
ma addiction <> methamphetamine,0,1,6,1,1,2,0,0,2,1
major depressive disorder <> (-)-pramipexole,0,1,1,1,1,1,0,0,1,1
major depressive disorder <> 5 hydroxytryptophan,1,1,1,2,2,2,0,0,1,1
major depressive disorder <> ads,0,0,0,1,1,1,0,0,0,1
major depressive disorder <> agomelatine,0,1,1,4,2,2,2,1,2,1
major depressive disorder <> amitriptyline,0,1,1,1,0,1,0,0,0,1
major depressive disorder <> antidepressants,0,0,0,1,1,1,0,0,0,1
major depressive disorder <> antipsychotic,1,2,1,2,1,1,0,0,1,1
major depressive disorder <> antipsychotics,1,2,2,2,2,2,0,0,1,1
major depressive disorder <> aspirin,0,1,1,1,1,1,0,0,1,1
major depressive disorder <> aticaprant,0,1,1,2,1,1,1,0,1,1
major depressive disorder <> atypical antipsychotic,0,3,2,2,4,4,0,2,2,1
major depressive disorder <> benzodiazepine,0,1,1,1,1,1,0,0,0,1
major depressive disorder <> bupivacaine,0,1,1,3,1,2,1,0,2,1
major depressive disorder <> buspirone,0,2,2,1,3,3,0,1,2,1
major depressive disorder <> cannabidiol,1,1,3,5,3,4,2,1,3,1
major depressive disorder <> celecoxib,0,1,1,1,2,2,1,1,2,1
major depressive disorder <> citalopram,0,1,0,1,1,1,0,1,0,1
major depressive disorder <> clomipramine,1,2,5,5,9,13,5,6,8,1
major depressive disorder <> clonidine,0,2,2,3,2,3,1,1,2,1
major depressive disorder <> clozapine,1,3,4,5,6,11,3,5,9,1
major depressive disorder <> dexmedetomidine,0,0,0,2,1,1,0,0,0,1
major depressive disorder <> dextromethadone,1,1,1,1,1,1,0,1,1,1
major depressive disorder <> dextromethorphan,0,1,1,2,2,4,1,2,3,1
major depressive disorder <> eb-1010,0,1,2,1,1,1,1,1,1,1
major depressive disorder <> eicosapentaenoate,0,1,1,0,1,1,1,1,1,1
major depressive disorder <> eicosapentaenoic acid,0,1,1,0,1,1,1,1,1,1
major depressive disorder <> esketamine,1,2,4,5,4,5,3,3,5,1
major depressive disorder <> estradiol,1,2,4,4,6,9,3,2,8,1
"major depressive disorder <> factor, brain-derived neurotrophic",0,2,1,3,1,1,1,0,1,1
major depressive disorder <> fluvoxamine,1,2,1,1,3,3,0,2,1,1
major depressive disorder <> glucocorticoids,1,2,3,4,8,13,2,1,8,1
major depressive disorder <> glyx-13 peptide,1,1,1,2,1,1,0,0,0,1
major depressive disorder <> guanfacine,0,1,3,1,1,2,0,1,2,1
major depressive disorder <> haloperidol,1,2,3,3,4,4,0,0,3,1
major depressive disorder <> hydrocortisone,0,1,1,1,1,1,0,0,1,1
major depressive disorder <> hydroxymethylglutaryl coa reductase inhibitors,0,1,1,2,1,1,1,1,1,1
"major depressive disorder <> inhibitor, monoamine oxidase",0,2,3,1,1,2,0,0,2,1
major depressive disorder <> ketamine,0,1,1,2,1,1,1,0,1,1
major depressive disorder <> ketamine hydrochloride,1,0,0,2,1,1,0,0,1,1
major depressive disorder <> levothyroxine,0,1,1,0,1,1,0,0,1,1
major depressive disorder <> lithium,1,1,1,2,2,2,0,0,0,1
major depressive disorder <> lurasidone,1,2,4,2,2,3,1,1,3,1
major depressive disorder <> mecamylamine,1,1,3,2,1,2,0,0,2,1
major depressive disorder <> mifepristone,0,1,1,2,1,1,0,0,1,1
major depressive disorder <> minocycline,0,2,3,3,1,1,0,1,1,1
major depressive disorder <> nicotine,1,2,7,4,4,7,1,1,6,1
major depressive disorder <> nmda antagonist,0,1,1,2,1,1,1,0,1,1
major depressive disorder <> ondansetron,1,2,1,3,2,2,0,1,2,1
major depressive disorder <> phenelzine,1,2,3,3,2,3,1,0,1,1
major depressive disorder <> pindolol,0,1,2,4,4,5,1,0,2,1
major depressive disorder <> progesterone,1,1,2,2,2,2,0,0,2,1
major depressive disorder <> reboxetine,0,1,1,3,2,2,0,0,2,1
major depressive disorder <> risperidone,1,2,1,2,1,1,0,0,1,1
major depressive disorder <> rivastigmine,1,1,1,1,1,1,1,1,1,1
major depressive disorder <> sage-217,0,2,3,3,1,1,1,1,1,1
major depressive disorder <> scopolamine,0,1,1,0,0,1,0,0,0,1
major depressive disorder <> selective serotonin,0,1,2,1,1,1,0,0,1,1
major depressive disorder <> selective serotonin reuptake inhibitors,0,1,0,1,1,1,0,1,0,1
major depressive disorder <> selenium,0,1,1,2,1,1,0,1,1,1
major depressive disorder <> serotonin,0,2,6,4,4,5,1,1,3,1
major depressive disorder <> serotonin reuptake inhibitors,1,2,2,4,3,3,1,1,2,1
major depressive disorder <> serotonin-noradrenaline reuptake inhibitor,0,1,1,2,1,1,0,0,1,1
major depressive disorder <> simvastatin,0,2,2,3,2,2,2,2,2,1
major depressive disorder <> snris,0,2,7,4,2,2,1,0,1,1
major depressive disorder <> tetrabenazine,0,1,1,0,1,1,0,0,1,1
major depressive disorder <> tianeptine,0,2,2,2,2,2,0,0,2,1
major depressive disorder <> tricyclic antidepressant,0,1,1,1,1,2,0,0,0,1
major depressive disorder <> tricyclic antidepressants,1,3,4,5,5,13,3,1,10,1
"malignant glioma <> acid, aminolevulinic",0,1,1,2,2,2,1,0,1,1
malignant glioma <> bevacizumab,1,2,8,5,6,11,2,5,10,1
malignant glioma <> carmustine,1,2,2,5,2,3,0,2,2,1
malignant glioma <> dabrafenib,0,1,2,3,1,1,0,1,1,1
malignant glioma <> monoclonal antibody,0,1,1,1,1,1,1,0,1,1
malignant glioma <> temozolomide,1,2,22,5,19,60,3,21,39,1
malignant glioma <> trametinib,0,1,2,3,1,1,0,1,1,1
malignant glioma <> vorinostat,0,2,3,5,5,5,0,1,3,1
methamphetamine dependence <> bupropion,0,2,1,0,2,3,0,1,2,1
methamphetamine dependence <> bupropion hydrochloride,0,2,1,0,2,3,0,1,2,1
methamphetamine dependence <> mirtazapine,0,1,1,1,1,2,1,1,1,1
methamphetamine dependence <> modafinil,0,1,1,1,1,1,0,0,1,1
methamphetamine-induced psychosis <> haloperidol,0,2,2,3,2,2,1,0,1,1
mononeuropathy <> pregabalin,1,2,5,3,4,4,2,2,4,1
morphine dependence <> clonidine,0,3,5,3,6,9,0,2,2,1
morphine dependence <> naloxone,1,3,5,4,11,20,4,5,7,1
multiple sclerosis <> acetaminophen,0,1,1,1,1,1,0,0,1,1
multiple sclerosis <> adrenal cortex hormone,1,2,8,5,5,8,4,1,5,1
multiple sclerosis <> alemtuzumab,1,1,1,2,1,1,0,0,1,1
multiple sclerosis <> amantadine,1,1,1,4,1,3,0,0,3,1
multiple sclerosis <> aminopyridine,0,1,1,2,3,4,0,0,0,1
multiple sclerosis <> aspirin,0,1,0,2,1,1,0,0,1,1
multiple sclerosis <> beta interferon,1,2,11,5,6,14,2,1,7,1
multiple sclerosis <> brimonidine,1,1,1,4,1,1,0,0,1,1
multiple sclerosis <> cannabinoid,1,2,17,5,7,33,6,5,21,1
multiple sclerosis <> carbamazepine,0,1,2,3,2,2,0,1,1,1
multiple sclerosis <> cholecalciferol,1,1,3,2,1,2,1,0,2,1
multiple sclerosis <> corticotropin,0,0,0,1,1,1,0,0,0,1
multiple sclerosis <> cyclophosphamide,0,2,7,4,2,2,1,0,2,1
multiple sclerosis <> daclizumab,1,1,5,2,1,1,0,0,0,1
multiple sclerosis <> dalfampridine,1,2,2,4,2,4,0,0,1,1
multiple sclerosis <> diclofenac,1,1,1,2,1,1,0,0,1,1
multiple sclerosis <> diphenhydramine,1,1,2,4,1,1,1,0,1,1
multiple sclerosis <> dronabinol,0,2,1,3,1,1,0,0,0,1
multiple sclerosis <> estriol,1,2,6,4,3,9,2,1,6,1
"multiple sclerosis <> fatty acids, omega-3",0,0,0,2,1,1,0,0,0,1
multiple sclerosis <> fingolimod,1,1,6,4,4,7,2,2,6,1
multiple sclerosis <> fingolimod hydrochloride,1,1,7,5,4,5,2,1,5,1
multiple sclerosis <> fty,1,1,2,4,2,2,0,0,2,1
multiple sclerosis <> fty-720,1,3,10,5,9,15,5,3,10,1
multiple sclerosis <> fumarate,1,1,6,5,4,6,4,2,2,1
"multiple sclerosis <> fumarate, dimethyl",1,2,2,4,2,6,3,1,1,1
multiple sclerosis <> gilenya,0,1,1,2,1,1,0,0,1,1
multiple sclerosis <> glatiramer,0,0,2,1,1,2,0,0,0,1
multiple sclerosis <> hydroxymethylglutaryl coa reductase inhibitors,1,3,7,5,4,13,8,1,11,1
multiple sclerosis <> incobotulinumtoxina,0,1,1,1,1,1,1,0,1,1
multiple sclerosis <> interferon,1,2,3,1,2,2,0,0,0,1
multiple sclerosis <> laquinimod,1,2,4,4,1,3,2,0,2,1
multiple sclerosis <> memantine,0,1,1,3,1,1,1,0,1,1
multiple sclerosis <> methylprednisolone,1,2,3,4,4,4,2,1,3,1
multiple sclerosis <> mitoxantrone,1,1,3,4,2,2,2,1,2,1
multiple sclerosis <> monomethyl fumarate,1,2,3,5,5,7,1,1,5,1
multiple sclerosis <> montelukast,1,1,1,4,1,1,1,0,1,1
multiple sclerosis <> natalizumab,1,1,3,3,2,2,0,0,0,1
multiple sclerosis <> ofatumumab,0,1,0,2,1,1,0,0,1,1
multiple sclerosis <> peginterferon beta-1a,1,1,0,3,1,1,1,1,1,1
multiple sclerosis <> phenylephrine,0,1,0,1,1,1,0,0,0,1
multiple sclerosis <> prednisone,1,2,2,4,3,4,3,2,2,1
multiple sclerosis <> propionic acid,1,1,1,3,1,1,1,0,1,1
multiple sclerosis <> rituximab,1,2,3,4,3,4,0,1,4,1
multiple sclerosis <> siponimod,1,2,4,5,7,12,5,2,6,1
multiple sclerosis <> steroid,1,2,3,5,3,5,2,1,3,1
multiple sclerosis <> testosterone,1,2,1,5,3,5,1,2,4,1
multiple sclerosis <> thioctic acid,1,2,5,5,5,12,3,4,7,1
multiple sclerosis <> trimethoprim,1,1,1,1,1,1,1,1,0,1
multiple sclerosis <> vitamin d,1,2,10,4,3,9,2,1,7,1
multiple sclerosis <> vitamin d3,0,1,1,2,1,1,1,0,1,1
multiple sclerosis <> vitamin k,1,2,1,2,1,1,0,1,1,1
neonatal epilepsy syndrome <> bumetanide,1,2,9,5,5,11,3,3,8,1
neonatal epilepsy syndrome <> levetiracetam,1,1,2,4,3,6,1,0,4,1
neonatal epilepsy syndrome <> phenobarbital,1,2,2,4,1,3,1,1,3,1
neonatal epilepsy syndrome <> topiramate,0,1,2,4,1,6,3,0,5,1
neuralgia <> acetaminophen,0,1,1,1,1,1,0,0,0,1
neuralgia <> acetylcysteine,1,2,6,4,7,13,5,2,11,1
neuralgia <> alpha tocopherol,0,1,3,3,3,4,2,0,4,1
neuralgia <> amitriptyline,0,3,2,4,7,13,5,2,10,1
neuralgia <> anti-epileptic drugs,0,1,1,1,1,1,0,1,0,1
neuralgia <> anticonvulsant,0,2,4,4,3,3,0,0,2,1
neuralgia <> antidepressants,0,2,5,5,9,17,5,4,17,1
neuralgia <> apomorphine,1,1,1,3,2,3,1,1,3,1
neuralgia <> b vitamins,1,1,2,3,2,3,0,0,3,1
neuralgia <> baclofen,1,3,4,5,17,28,7,3,25,1
neuralgia <> botulinum toxin,0,1,1,3,1,1,1,0,1,1
neuralgia <> botulinum toxin type a,0,2,3,4,4,5,2,1,5,1
neuralgia <> brivaracetam,0,1,1,2,1,1,1,1,1,1
neuralgia <> bupivacaine,0,2,3,4,5,13,7,5,11,1
neuralgia <> buprenorphine,1,2,3,3,4,4,3,2,4,1
neuralgia <> cannabinoid,1,2,7,5,12,36,15,9,31,1
neuralgia <> capsaicin,1,3,7,4,9,16,6,2,12,1
neuralgia <> carbamazepine,1,6,7,5,14,24,3,4,15,1
neuralgia <> celecoxib,1,2,5,5,8,12,2,2,9,1
neuralgia <> clodronate,1,1,1,2,1,1,1,0,1,1
neuralgia <> clonidine,1,3,21,4,20,80,35,34,74,1
neuralgia <> dexamethasone,1,2,2,3,5,9,4,5,9,1
neuralgia <> dexmedetomidine,1,2,10,5,7,16,10,8,16,1
neuralgia <> diclofenac,0,2,3,4,4,5,0,0,3,1
neuralgia <> donepezil,0,2,1,4,3,5,4,2,5,1
neuralgia <> dronabinol,0,1,1,2,2,2,1,1,2,1
neuralgia <> duloxetine,0,2,3,3,3,5,2,1,4,1
neuralgia <> eslicarbazepine,0,1,2,3,1,1,1,0,1,1
neuralgia <> fentanyl,0,2,6,5,7,9,2,2,8,1
neuralgia <> gabapentin,1,5,13,4,11,34,10,10,25,1
neuralgia <> incobotulinumtoxina,0,2,3,4,3,4,2,1,4,1
neuralgia <> ketamine,0,2,3,3,7,8,2,1,7,1
neuralgia <> ketoprofen,0,2,2,3,3,5,1,0,5,1
neuralgia <> lacosamide,1,2,4,4,5,9,5,4,7,1
neuralgia <> lamotrigine,1,5,13,5,10,24,6,2,17,1
neuralgia <> levetiracetam,0,1,1,2,1,1,1,0,0,1
neuralgia <> levodopa,0,1,1,4,2,3,0,1,3,1
neuralgia <> lidocaine,0,2,5,4,5,22,5,3,20,1
neuralgia <> local anesthetic,1,1,1,3,3,6,3,1,5,1
neuralgia <> magnesium,0,1,1,3,3,3,2,2,2,1
neuralgia <> memantine,1,3,7,4,7,9,2,3,9,1
neuralgia <> methadone,0,1,3,3,6,7,4,1,7,1
neuralgia <> minocycline,0,2,8,5,12,29,16,8,26,1
neuralgia <> mirogabalin,1,2,9,2,1,3,2,3,1,1
neuralgia <> morphine,1,3,33,5,27,186,60,38,157,1
neuralgia <> n methylaspartate,1,2,3,4,5,7,4,3,6,1
neuralgia <> naloxone,1,3,13,5,28,112,42,32,98,1
neuralgia <> naltrexone,1,2,9,5,10,39,17,12,35,1
neuralgia <> non-steroidal anti-inflammatory drugs,1,1,2,3,2,3,2,1,3,1
neuralgia <> nsaids,1,1,2,4,4,6,5,1,6,1
neuralgia <> oct,0,1,1,2,1,1,0,0,0,1
neuralgia <> omega-conotoxins,1,3,6,5,6,13,4,2,11,1
neuralgia <> opioid,1,2,9,4,19,51,15,9,47,1
neuralgia <> oxaliplatin,1,2,3,4,5,5,4,3,5,1
neuralgia <> oxcarbazepine,0,5,5,4,4,5,0,1,3,1
neuralgia <> oxycodone,0,2,2,2,2,2,0,1,2,1
neuralgia <> paroxetine,0,2,4,4,3,8,3,4,7,1
neuralgia <> pentoxifylline,0,2,3,3,3,5,1,1,5,1
neuralgia <> phenytoin,1,2,5,4,7,15,2,1,7,1
neuralgia <> pregabalin,0,1,2,3,3,6,2,1,4,1
neuralgia <> quercetin,0,2,3,4,5,7,4,3,7,1
neuralgia <> ranolazine,0,1,1,1,1,1,1,1,0,1
neuralgia <> ropivacaine,1,2,2,4,3,4,2,1,4,1
neuralgia <> sodium channel blocker,1,2,5,5,4,7,5,3,6,1
neuralgia <> steroid,0,1,1,2,2,3,3,3,3,1
"neuralgia <> sulfate, magnesium",0,1,2,3,4,6,3,3,4,1
neuralgia <> sumatriptan,0,1,1,2,1,1,1,0,1,1
neuralgia <> tapentadol,0,1,1,2,2,3,2,2,3,1
neuralgia <> tramadol,0,2,3,2,3,4,0,1,3,1
neuralgia <> triamcinolone,0,1,1,2,3,3,3,3,3,1
neuralgia <> tumor necrosis factor alpha inhibitor,1,2,7,5,7,10,5,4,8,1
